# z mu sigma
2.286304 21.439494 0.160665
2.286610 21.624940 0.160678
2.286666 21.552775 0.160680
2.286782 21.648875 0.160685
2.286913 21.381528 0.160691
2.286984 21.019723 0.160694
2.287316 21.286783 0.160708
2.287318 21.456387 0.160708
2.287380 21.594162 0.160711
2.287423 21.556042 0.160713
2.287638 21.620186 0.160722
2.287740 21.065405 0.160727
2.288282 21.350798 0.160750
2.288412 21.296808 0.160755
2.288554 21.469268 0.160762
2.288582 21.505831 0.160763
2.288863 21.393285 0.160775
2.289027 21.573626 0.160782
2.289154 21.330290 0.160787
2.289182 21.497110 0.160789
2.289183 21.434898 0.160789
2.289200 21.295237 0.160789
2.289268 21.357136 0.160792
2.289410 21.432838 0.160798
2.289557 21.333089 0.160805
2.289579 21.443706 0.160806
2.289640 21.157680 0.160808
2.289641 21.361050 0.160808
2.289656 21.554360 0.160809
2.289658 21.478200 0.160809
2.289949 21.533814 0.160822
2.290027 21.478516 0.160825
2.290127 21.501229 0.160829
2.290127 21.363608 0.160829
2.290245 21.412697 0.160834
2.290473 21.427794 0.160844
2.290569 21.740428 0.160848
2.290687 21.047288 0.160853
2.290725 21.297527 0.160855
2.290763 21.233819 0.160857
2.290778 21.315988 0.160857
2.291192 21.521581 0.160875
2.291268 21.593169 0.160878
2.291499 21.333290 0.160888
2.291788 21.529816 0.160901
2.291804 21.226385 0.160902
2.291845 21.139615 0.160903
2.292093 21.412756 0.160914
2.292214 21.432997 0.160919
2.292251 21.644256 0.160921
2.292316 21.186677 0.160924
2.292749 21.095591 0.160942
2.292810 21.439044 0.160945
2.292879 21.142763 0.160948
2.292914 21.018385 0.160949
2.293029 21.629677 0.160954
2.293086 21.589688 0.160957
2.293179 21.333954 0.160961
2.293554 21.484008 0.160977
2.293636 21.058908 0.160980
2.293704 21.521841 0.160983
2.293821 21.468909 0.160988
2.293923 21.331171 0.160993
2.294305 21.152298 0.161009
2.294527 21.283231 0.161019
2.294546 21.412190 0.161020
2.294838 21.121775 0.161032
2.294885 21.177539 0.161034
2.295061 21.236995 0.161042
2.295074 21.414588 0.161042
2.295280 21.686672 0.161051
2.295347 21.414919 0.161054
2.295471 21.382837 0.161060
2.295620 21.325546 0.161066
2.295697 21.718614 0.161069
2.295718 21.070862 0.161070
2.295856 21.268021 0.161076
2.295902 21.238469 0.161078
2.295921 21.225368 0.161079
2.295946 21.764290 0.161080
2.295956 21.295527 0.161080
2.295986 21.334401 0.161082
2.295987 21.252719 0.161082
2.296011 21.420583 0.161083
2.296086 21.275748 0.161086
2.296239 21.282286 0.161093
2.296321 21.406618 0.161096
2.296579 21.615832 0.161107
2.296727 21.512680 0.161114
2.296775 21.320980 0.161116
2.296798 21.627431 0.161117
2.296882 21.372693 0.161120
2.296899 21.408573 0.161121
2.296967 21.095273 0.161124
2.297149 21.487101 0.161132
2.297191 21.313187 0.161134
2.297278 21.443036 0.161137
2.297870 21.429364 0.161163
2.298008 21.210305 0.161169
2.298087 21.376193 0.161172
2.298111 21.392600 0.161173
2.298157 21.096365 0.161175
2.298260 21.323027 0.161180
2.298334 21.291000 0.161183
2.298335 21.439218 0.161183
2.298573 21.636624 0.161193
2.298644 21.404304 0.161196
2.298770 21.301790 0.161202
2.298903 21.340101 0.161208
2.298976 21.392414 0.161211
2.299614 21.391458 0.161238
2.299666 21.228327 0.161240
2.299701 21.626888 0.161242
2.299715 21.447317 0.161243
2.299941 21.269709 0.161252
2.299981 21.602621 0.161254
2.300430 21.775182 0.161273
2.300743 21.294171 0.161287
2.300847 21.094746 0.161291
2.300989 21.166556 0.161298
2.301025 21.341936 0.161299
2.301093 21.488845 0.161302
2.301112 21.389838 0.161303
2.301115 21.560148 0.161303
2.301137 21.291364 0.161304
2.301166 21.619971 0.161305
2.301221 21.436680 0.161308
2.301443 21.469284 0.161317
2.301455 21.478663 0.161318
2.301728 21.438441 0.161329
2.301818 21.202352 0.161333
2.302122 21.217587 0.161346
2.302201 21.609946 0.161350
2.302286 21.443412 0.161354
2.302431 21.292384 0.161360
2.302446 21.251251 0.161360
2.302525 21.256706 0.161364
2.302597 21.597268 0.161367
2.302735 21.022246 0.161373
2.302906 21.284940 0.161380
2.303057 21.575992 0.161387
2.303146 21.328102 0.161391
2.303208 21.420151 0.161393
2.303394 21.520501 0.161401
2.303412 21.561017 0.161402
2.303433 21.263172 0.161403
2.303496 21.445099 0.161406
2.303577 21.237048 0.161409
2.303721 21.313559 0.161415
2.303723 21.388176 0.161416
2.303745 21.583599 0.161417
2.303753 21.381968 0.161417
2.303756 21.323332 0.161417
2.303779 21.661264 0.161418
2.303790 21.286823 0.161418
2.304278 21.386911 0.161440
2.304369 21.531156 0.161443
2.304374 21.229996 0.161444
2.304424 21.276570 0.161446
2.304446 21.361116 0.161447
2.304484 21.500760 0.161448
2.304512 21.447895 0.161450
2.304632 21.437321 0.161455
2.304643 21.430103 0.161455
2.304688 21.538646 0.161457
2.304802 21.202597 0.161462
2.304829 21.436311 0.161463
2.304858 21.375775 0.161465
2.304877 21.163105 0.161465
2.304980 21.182629 0.161470
2.305115 21.247569 0.161476
2.305186 21.299752 0.161479
2.305205 21.021592 0.161480
2.305282 21.235006 0.161483
2.305471 21.556807 0.161491
2.305597 21.298655 0.161497
2.305714 21.313076 0.161502
2.305715 21.601604 0.161502
2.305847 21.777613 0.161507
2.305894 21.191634 0.161509
2.305990 21.468769 0.161513
2.306005 21.643538 0.161514
2.306374 21.391738 0.161530
2.306378 21.199597 0.161530
2.306455 21.363316 0.161534
2.306606 21.295347 0.161540
2.306702 21.289074 0.161544
2.306831 21.351311 0.161550
2.306904 21.356193 0.161553
2.306947 21.702210 0.161555
2.306981 21.598525 0.161556
2.307203 21.409684 0.161566
2.307336 21.410263 0.161572
2.307466 21.027142 0.161577
2.307484 21.499282 0.161578
2.307556 21.351616 0.161581
2.307567 21.316840 0.161582
2.307619 21.158558 0.161584
2.307704 21.459787 0.161587
2.307967 21.288878 0.161599
2.308059 21.456129 0.161603
2.308089 21.262257 0.161604
2.308230 21.402290 0.161610
2.308295 21.528224 0.161613
2.308381 21.324036 0.161617
2.308549 21.633883 0.161624
2.308558 21.468849 0.161624
2.308589 21.433726 0.161626
2.308598 21.046177 0.161626
2.308754 21.267161 0.161633
2.308775 21.477159 0.161634
2.308793 21.198564 0.161635
2.308816 21.607781 0.161636
2.308865 21.535863 0.161638
2.308931 21.403703 0.161641
2.309027 21.395034 0.161645
2.309083 21.351189 0.161647
2.309313 21.319116 0.161657
2.309529 21.250510 0.161666
2.309628 21.360903 0.161671
2.309630 21.608128 0.161671
2.309793 21.377918 0.161678
2.309840 21.380083 0.161680
2.310049 21.228144 0.161689
2.310058 21.171524 0.161689
2.310164 21.476876 0.161694
2.310231 21.168593 0.161697
2.310447 21.254139 0.161706
2.310468 21.406845 0.161707
2.310605 21.220572 0.161713
2.310692 21.397023 0.161717
2.310766 21.374401 0.161720
2.310784 21.500659 0.161721
2.310806 21.448107 0.161722
2.310919 21.464469 0.161726
2.310919 21.349370 0.161726
2.311238 21.402770 0.161740
2.311281 21.203544 0.161742
2.311330 21.594582 0.161744
2.311431 21.389081 0.161749
2.311488 21.208538 0.161751
2.311535 21.384454 0.161753
2.311627 21.237625 0.161757
2.311640 21.376835 0.161758
2.311662 21.354089 0.161759
2.311752 21.598030 0.161762
2.312087 21.191995 0.161777
2.312166 21.777290 0.161780
2.312300 21.522515 0.161786
2.312442 21.302287 0.161792
2.312677 21.334542 0.161802
2.312799 21.456232 0.161808
2.312972 20.997226 0.161815
2.313032 21.469193 0.161818
2.313233 21.060929 0.161826
2.313293 21.554729 0.161829
2.313324 21.455288 0.161830
2.313457 21.199459 0.161836
2.313545 21.338519 0.161840
2.313580 21.209915 0.161841
2.313668 21.147755 0.161845
2.313801 21.599522 0.161851
2.314038 21.164848 0.161861
2.314042 21.063664 0.161861
2.314131 21.513726 0.161865
2.314142 21.438931 0.161866
2.314233 21.362202 0.161870
2.314326 21.146543 0.161874
2.314329 21.275732 0.161874
2.314342 21.510229 0.161874
2.314386 21.270757 0.161876
2.314419 21.259802 0.161878
2.314508 21.449714 0.161882
2.314539 21.245179 0.161883
2.314840 21.116270 0.161896
2.314916 21.495812 0.161899
2.315001 21.640435 0.161903
2.315279 21.286519 0.161915
2.315753 21.516829 0.161935
2.315794 21.497189 0.161937
2.315797 21.290760 0.161937
2.315871 21.387495 0.161941
2.316024 21.623603 0.161947
2.316686 21.193073 0.161976
2.316784 21.055787 0.161980
2.316856 21.269960 0.161983
2.316918 21.206415 0.161986
2.317206 21.484190 0.161998
2.317390 21.341786 0.162006
2.317820 21.441399 0.162025
2.317841 21.810629 0.162026
2.318192 21.412813 0.162041
2.318257 21.187436 0.162044
2.318425 21.717304 0.162051
2.318426 21.416918 0.162051
2.318586 21.655270 0.162058
2.318987 21.235551 0.162075
2.319028 21.443284 0.162077
2.319042 21.659218 0.162078
2.319084 21.467040 0.162080
2.319106 21.717616 0.162081
2.319115 21.214988 0.162081
2.319204 21.476690 0.162085
2.319317 21.246930 0.162090
2.319534 21.286964 0.162099
2.319627 21.362042 0.162103
2.319638 21.727817 0.162104
2.319654 21.324687 0.162104
2.319783 21.520530 0.162110
2.319857 21.311859 0.162113
2.320047 21.273994 0.162121
2.320300 21.358856 0.162132
2.320373 21.509897 0.162135
2.320666 21.519166 0.162148
2.320926 21.382731 0.162159
2.321159 21.429011 0.162169
2.321190 21.491497 0.162171
2.321410 21.350359 0.162180
2.321424 21.578352 0.162181
2.321427 21.521987 0.162181
2.321530 21.361464 0.162185
2.321682 21.490514 0.162192
2.321836 21.656324 0.162199
2.321907 21.309300 0.162202
2.322049 21.426923 0.162208
2.322076 21.514609 0.162209
2.322085 21.308584 0.162209
2.322110 21.457948 0.162211
2.322253 21.266386 0.162217
2.322319 21.689309 0.162220
2.322344 21.620124 0.162221
2.322370 21.334690 0.162222
2.322411 21.167364 0.162224
2.322486 21.835039 0.162227
2.322563 21.449359 0.162230
2.322636 21.320644 0.162233
2.322684 21.484632 0.162235
2.322692 21.438860 0.162236
2.322849 21.452314 0.162243
2.322919 21.203613 0.162246
2.323040 21.372754 0.162251
2.323215 21.343042 0.162258
2.323383 21.375156 0.162266
2.323391 21.259528 0.162266
2.323559 21.527428 0.162273
2.323677 21.378843 0.162278
2.323791 21.482605 0.162283
2.323884 21.399679 0.162287
2.323956 21.401568 0.162290
2.323990 21.486180 0.162292
2.324085 21.514927 0.162296
2.324142 21.342457 0.162299
2.324289 21.641316 0.162305
2.324418 21.405360 0.162310
2.324503 20.950625 0.162314
2.324681 21.160520 0.162322
2.324908 21.327704 0.162332
2.325090 21.223578 0.162340
2.325260 21.331978 0.162347
2.325465 21.608967 0.162356
2.325558 20.994352 0.162360
2.325610 21.616785 0.162362
2.325652 21.216201 0.162364
2.325809 21.355238 0.162371
2.325940 21.442225 0.162376
2.325970 21.533784 0.162378
2.326195 21.620993 0.162388
2.326240 21.401218 0.162389
2.326256 21.390690 0.162390
2.326286 21.537594 0.162391
2.326526 21.390944 0.162402
2.326600 21.599851 0.162405
2.326603 21.440544 0.162405
2.326774 21.316805 0.162413
2.326780 21.295413 0.162413
2.326824 21.209359 0.162415
2.326987 21.282033 0.162422
2.327423 21.483444 0.162441
2.327783 21.364024 0.162456
2.327917 21.321569 0.162462
2.327940 21.428038 0.162463
2.328275 21.380223 0.162478
2.328296 21.489819 0.162479
2.328304 21.744158 0.162479
2.328318 21.511211 0.162480
2.328467 21.607388 0.162486
2.328578 21.422709 0.162491
2.328580 21.365318 0.162491
2.328592 21.633489 0.162491
2.328659 21.197247 0.162494
2.328697 21.550513 0.162496
2.328746 21.503006 0.162498
2.328821 21.369113 0.162501
2.328842 21.318708 0.162502
2.328847 21.331503 0.162502
2.328988 21.393267 0.162509
2.329025 21.596771 0.162510
2.329050 21.524711 0.162511
2.329122 21.461206 0.162514
2.329183 21.573126 0.162517
2.329393 21.461625 0.162526
2.329505 21.375624 0.162531
2.329535 21.304497 0.162532
2.329602 21.386388 0.162535
2.329631 21.422956 0.162536
2.329686 21.235377 0.162539
2.329780 21.508266 0.162543
2.329780 20.905770 0.162543
2.329845 21.659144 0.162546
2.329851 21.346215 0.162546
2.330017 21.578747 0.162553
2.330112 21.372410 0.162557
2.330171 21.459326 0.162560
2.330233 21.549821 0.162563
2.330299 21.528846 0.162565
2.330450 21.605073 0.162572
2.330610 21.286246 0.162579
2.330652 21.573586 0.162581
2.330722 21.419301 0.162584
2.330785 21.012378 0.162586
2.330848 21.726904 0.162589
2.331047 21.239233 0.162598
2.331136 21.510824 0.162602
2.331304 21.355739 0.162609
2.331314 21.667110 0.162609
2.331342 21.339002 0.162611
2.331490 21.389058 0.162617
2.331728 21.419418 0.162627
2.331739 21.381093 0.162628
2.331751 21.301356 0.162628
2.331826 21.425718 0.162632
2.331877 21.492816 0.162634
2.332149 21.415285 0.162646
2.332199 21.641105 0.162648
2.332274 21.647671 0.162651
2.332487 21.501135 0.162660
2.332573 21.497934 0.162664
2.332731 21.418080 0.162671
2.332754 21.687051 0.162672
2.332843 21.572960 0.162676
2.332998 21.348488 0.162682
2.333458 21.579302 0.162702
2.333519 21.339591 0.162705
2.333622 21.090250 0.162710
2.333629 21.473127 0.162710
2.333895 21.178929 0.162721
2.333896 21.641165 0.162721
2.334020 21.319590 0.162727
2.334100 21.261932 0.162730
2.334123 21.511846 0.162731
2.334204 21.103138 0.162735
2.334299 21.591782 0.162739
2.334337 21.484455 0.162741
2.334434 21.337630 0.162745
2.334450 21.325798 0.162745
2.334723 21.408074 0.162757
2.334838 21.406837 0.162762
2.334850 21.429903 0.162763
2.335117 21.843079 0.162774
2.335242 21.510369 0.162780
2.335455 21.617698 0.162789
2.335522 21.363197 0.162792
2.335532 21.609888 0.162792
2.335637 21.499220 0.162797
2.335641 21.611425 0.162797
2.335740 21.414149 0.162801
2.335889 21.297523 0.162808
2.336018 21.267151 0.162813
2.336024 21.425298 0.162814
2.336331 21.355319 0.162827
2.336377 21.522759 0.162829
2.336380 21.235228 0.162829
2.336459 21.515732 0.162833
2.336543 21.304965 0.162836
2.336666 21.550304 0.162842
2.336706 21.489166 0.162843
2.336739 21.487959 0.162845
2.336783 21.054184 0.162847
2.337165 22.052612 0.162863
2.337647 21.193911 0.162884
2.337696 21.544083 0.162886
2.337870 21.521822 0.162894
2.337876 21.377703 0.162894
2.338211 21.239093 0.162909
2.338226 21.087510 0.162909
2.338229 21.397836 0.162909
2.338333 21.348495 0.162914
2.338610 21.285112 0.162926
2.338613 21.442887 0.162926
2.338643 21.527760 0.162927
2.339375 21.509776 0.162959
2.339743 21.651371 0.162975
2.339758 21.316039 0.162976
2.339809 21.092728 0.162978
2.339855 21.910643 0.162980
2.340074 21.404408 0.162990
2.340196 21.532834 0.162995
2.340350 21.190373 0.163002
2.340369 21.263267 0.163002
2.340646 21.470461 0.163014
2.340990 21.627223 0.163029
2.341007 21.290174 0.163030
2.341116 21.218689 0.163035
2.341130 21.621813 0.163035
2.341199 21.269543 0.163038
2.341238 21.588232 0.163040
2.341284 21.791732 0.163042
2.341365 21.516013 0.163046
2.341429 21.484138 0.163048
2.341478 21.380459 0.163051
2.341489 21.464667 0.163051
2.341797 21.266925 0.163064
2.341845 21.718675 0.163066
2.342015 21.483916 0.163074
2.342217 21.407815 0.163083
2.342440 21.499302 0.163092
2.342517 21.306384 0.163096
2.342686 21.499956 0.163103
2.342694 21.584703 0.163103
2.342751 21.559921 0.163106
2.342908 21.458199 0.163113
2.343060 21.284671 0.163119
2.343137 21.584875 0.163123
2.343213 21.634008 0.163126
2.343333 21.489144 0.163131
2.343376 21.661716 0.163133
2.343516 21.419906 0.163139
2.343535 21.440662 0.163140
2.343594 21.426967 0.163142
2.343671 21.490643 0.163146
2.343747 20.997813 0.163149
2.343803 21.370864 0.163152
2.343806 21.438986 0.163152
2.343878 21.252946 0.163155
2.344131 21.353816 0.163166
2.344165 21.433757 0.163167
2.344200 21.613919 0.163169
2.344330 21.423566 0.163174
2.344437 21.334494 0.163179
2.344473 21.634705 0.163181
2.344605 21.391539 0.163186
2.344774 21.154791 0.163194
2.344830 21.491635 0.163196
2.344905 21.060101 0.163199
2.345026 21.256907 0.163205
2.345050 21.288152 0.163206
2.345075 21.595158 0.163207
2.345240 21.435819 0.163214
2.345319 21.773071 0.163217
2.345371 21.317752 0.163220
2.345444 21.416484 0.163223
2.345557 21.472332 0.163228
2.345606 21.295129 0.163230
2.345676 21.260937 0.163233
2.345887 21.288729 0.163242
2.346051 21.605476 0.163249
2.346120 21.385698 0.163252
2.346245 21.438462 0.163258
2.346294 21.263007 0.163260
2.346318 21.209300 0.163261
2.346348 21.290170 0.163262
2.346570 21.447978 0.163272
2.346576 21.559240 0.163272
2.346645 21.277791 0.163275
2.346646 21.532243 0.163275
2.346932 21.676267 0.163288
2.346967 21.530263 0.163289
2.347072 21.413072 0.163294
2.347145 21.482517 0.163297
2.347240 21.663202 0.163301
2.347305 21.343088 0.163304
2.347530 21.465869 0.163314
2.347593 21.671770 0.163316
2.347652 21.226507 0.163319
2.347771 21.793267 0.163324
2.347835 21.264504 0.163327
2.347870 21.648968 0.163328
2.347990 21.568082 0.163334
2.348349 21.329245 0.163349
2.348596 21.668099 0.163360
2.348636 21.252892 0.163362
2.348648 21.534491 0.163362
2.348774 21.375819 0.163368
2.348784 21.328908 0.163368
2.348788 21.350477 0.163368
2.348794 21.331849 0.163369
2.348829 21.444531 0.163370
2.348996 21.229055 0.163377
2.349054 21.508220 0.163380
2.349136 21.486757 0.163383
2.349187 21.232622 0.163386
2.349199 21.684008 0.163386
2.349329 21.597006 0.163392
2.349436 21.295694 0.163396
2.349447 21.586381 0.163397
2.349498 21.184382 0.163399
2.349685 21.419063 0.163407
2.349725 21.295301 0.163409
2.349790 21.642787 0.163412
2.349813 21.496676 0.163413
2.349844 21.037638 0.163414
2.350094 21.530792 0.163425
2.350140 21.588524 0.163427
2.350142 21.552705 0.163427
2.350429 21.415260 0.163440
2.350446 21.415065 0.163440
2.350650 21.441647 0.163449
2.350652 21.487954 0.163449
2.350659 21.520038 0.163450
2.350836 21.248850 0.163457
2.350889 21.393609 0.163460
2.350898 21.427946 0.163460
2.350993 21.297013 0.163464
2.351269 21.355635 0.163476
2.351300 21.567542 0.163478
2.351302 21.266272 0.163478
2.351407 21.331750 0.163482
2.351453 21.576191 0.163484
2.351586 21.377792 0.163490
2.351675 21.271142 0.163494
2.351717 21.393065 0.163496
2.351784 21.276909 0.163499
2.351876 21.330100 0.163503
2.352028 21.476081 0.163509
2.352053 21.401481 0.163510
2.352101 21.657813 0.163512
2.352150 21.456417 0.163515
2.352180 21.409670 0.163516
2.352303 21.500920 0.163521
2.352352 21.421162 0.163523
2.352475 21.230568 0.163529
2.352580 21.586888 0.163533
2.352839 21.705146 0.163544
2.352879 21.312916 0.163546
2.352940 21.596025 0.163549
2.352957 21.355453 0.163550
2.353104 21.610749 0.163556
2.353307 21.828765 0.163565
2.353326 21.457398 0.163566
2.353411 21.451202 0.163569
2.353515 21.486277 0.163574
2.353846 21.363026 0.163588
2.353992 21.420405 0.163595
2.354012 21.684390 0.163596
2.354040 21.261058 0.163597
2.354041 21.229860 0.163597
2.354300 21.283089 0.163608
2.354386 21.316049 0.163612
2.354481 21.337660 0.163616
2.354810 21.517209 0.163630
2.354900 21.511811 0.163634
2.354946 21.417532 0.163636
2.355140 21.348189 0.163645
2.355173 21.323025 0.163646
2.355229 21.520185 0.163649
2.355324 21.788096 0.163653
2.355375 21.554589 0.163655
2.355545 21.590335 0.163662
2.355549 21.209167 0.163662
2.355613 21.205304 0.163665
2.355716 21.556932 0.163670
2.355745 21.544692 0.163671
2.355756 21.488589 0.163671
2.355844 21.659980 0.163675
2.355882 21.386870 0.163677
2.355938 21.703993 0.163679
2.356043 21.262391 0.163684
2.356157 21.363466 0.163689
2.356162 21.405311 0.163689
2.356474 21.461713 0.163703
2.356558 21.348202 0.163706
2.356648 21.346148 0.163710
2.356702 21.369768 0.163713
2.356882 21.725019 0.163720
2.356912 21.316682 0.163722
2.356970 21.535583 0.163724
2.357168 21.299660 0.163733
2.357200 21.480020 0.163734
2.357372 21.224917 0.163742
2.357739 21.305444 0.163758
2.357795 21.695259 0.163760
2.357904 21.405002 0.163765
2.358167 21.521293 0.163776
2.358293 21.409423 0.163782
2.358329 21.734413 0.163783
2.358339 21.519714 0.163784
2.358340 21.640524 0.163784
2.358427 21.319573 0.163788
2.358480 21.085756 0.163790
2.358653 21.788097 0.163798
2.358669 21.269720 0.163798
2.358670 21.800158 0.163798
2.358865 21.645046 0.163807
2.359284 21.494589 0.163825
2.359303 21.339018 0.163826
2.359310 21.365447 0.163826
2.359345 21.211168 0.163828
2.359388 21.348546 0.163830
2.359474 21.244747 0.163833
2.359568 21.317523 0.163837
2.359803 21.369396 0.163848
2.359844 21.430280 0.163850
2.360139 21.344608 0.163862
2.360154 21.548103 0.163863
2.360201 21.348247 0.163865
2.360322 21.591189 0.163870
2.360328 21.133194 0.163871
2.360447 21.467472 0.163876
2.360641 21.639586 0.163884
2.360751 21.316976 0.163889
2.360848 21.300406 0.163893
2.361055 21.432433 0.163902
2.361151 21.533553 0.163906
2.361202 21.652250 0.163909
2.361246 21.478934 0.163911
2.361412 21.321877 0.163918
2.361415 21.093086 0.163918
2.361462 21.517293 0.163920
2.361709 21.319000 0.163931
2.361740 21.552335 0.163932
2.361794 21.322791 0.163934
2.361922 21.534161 0.163940
2.362012 21.251094 0.163944
2.362111 21.677275 0.163948
2.362254 21.448804 0.163955
2.362274 21.638686 0.163955
2.362296 21.445605 0.163956
2.362298 21.432402 0.163956
2.362557 21.528545 0.163968
2.362738 21.790643 0.163976
2.362836 21.753562 0.163980
2.362946 21.459231 0.163985
2.362947 21.335020 0.163985
2.363070 21.548091 0.163990
2.363074 21.490902 0.163990
2.363102 21.273707 0.163991
2.363166 21.501148 0.163994
2.363210 21.391969 0.163996
2.363720 21.316861 0.164018
2.363905 21.502996 0.164026
2.363963 21.897328 0.164029
2.363972 21.412300 0.164029
2.364134 21.503518 0.164036
2.364435 21.509349 0.164050
2.364589 21.447771 0.164056
2.364967 21.370962 0.164073
2.365079 21.370732 0.164078
2.365203 21.341574 0.164083
2.365257 21.239172 0.164085
2.365280 21.468781 0.164086
2.365306 21.326102 0.164088
2.365691 21.541373 0.164104
2.365946 21.274651 0.164115
2.366160 21.522022 0.164125
2.366163 21.284037 0.164125
2.366330 21.177746 0.164132
2.366660 21.559343 0.164147
2.366675 21.706780 0.164147
2.366684 21.422077 0.164148
2.366735 21.297017 0.164150
2.366781 21.370276 0.164152
2.366793 21.344763 0.164152
2.366812 21.235044 0.164153
2.366936 21.407527 0.164159
2.366975 21.399486 0.164160
2.367366 21.478398 0.164177
2.367383 21.273679 0.164178
2.367694 21.789229 0.164192
2.367748 21.576460 0.164194
2.368062 21.646239 0.164208
2.368086 21.374776 0.164209
2.368308 21.251277 0.164218
2.369054 21.447849 0.164251
2.369183 21.455514 0.164257
2.369254 21.567927 0.164260
2.369341 21.026776 0.164264
2.369593 21.456088 0.164275
2.369598 21.349394 0.164275
2.369665 21.455046 0.164278
2.369698 21.398083 0.164279
2.369793 21.619579 0.164283
2.369907 21.710799 0.164288
2.369915 21.570789 0.164289
2.370007 21.030106 0.164293
2.370118 21.509576 0.164297
2.370167 21.494845 0.164300
2.370557 21.427937 0.164317
2.370592 21.529901 0.164318
2.370694 21.179587 0.164323
2.370696 21.471575 0.164323
2.370701 21.554058 0.164323
2.370822 21.373356 0.164328
2.370931 21.342259 0.164333
2.371025 21.384904 0.164337
2.371133 21.390477 0.164342
2.371138 21.311694 0.164342
2.371289 21.544610 0.164349
2.371506 21.581718 0.164358
2.371653 21.292760 0.164364
2.371762 21.722226 0.164369
2.371929 21.206821 0.164377
2.371935 21.244580 0.164377
2.371997 21.608341 0.164379
2.372114 21.729625 0.164385
2.372250 21.585668 0.164391
2.372298 21.094773 0.164393
2.372422 21.733137 0.164398
2.372480 21.467312 0.164401
2.372545 21.368062 0.164403
2.372676 21.360341 0.164409
2.372699 21.116960 0.164410
2.372731 21.342306 0.164412
2.372750 21.519259 0.164412
2.372846 21.331855 0.164417
2.372874 21.361223 0.164418
2.373533 21.433127 0.164446
2.373715 21.435181 0.164454
2.373745 21.464173 0.164456
2.373898 21.401892 0.164462
2.373967 21.478149 0.164465
2.374040 21.509109 0.164469
2.374187 21.418862 0.164475
2.374206 21.572089 0.164476
2.374227 21.682753 0.164477
2.374461 21.648737 0.164487
2.374501 21.038397 0.164489
2.374563 21.300806 0.164491
2.374689 21.470542 0.164497
2.374699 21.702920 0.164497
2.374864 21.321562 0.164505
2.374897 21.246887 0.164506
2.374928 21.456291 0.164507
2.375028 21.631359 0.164512
2.375136 21.633344 0.164516
2.375423 21.632724 0.164529
2.375754 21.559031 0.164543
2.375840 21.774559 0.164547
2.376223 21.632357 0.164564
2.376251 21.628104 0.164565
2.376263 21.555203 0.164566
2.376267 21.258697 0.164566
2.376281 21.507812 0.164567
2.376490 21.255851 0.164576
2.376491 21.310817 0.164576
2.376600 21.458909 0.164580
2.376657 21.564475 0.164583
2.376939 21.411048 0.164595
2.377000 21.535346 0.164598
2.377001 21.376392 0.164598
2.377114 21.430589 0.164603
2.377239 21.173802 0.164608
2.377349 21.500057 0.164613
2.377450 21.249579 0.164618
2.377537 21.424918 0.164621
2.377640 21.680164 0.164626
2.377794 21.542456 0.164633
2.377812 21.263832 0.164633
2.377871 21.521878 0.164636
2.377894 21.321974 0.164637
2.378045 21.446414 0.164644
2.378061 21.577688 0.164644
2.378211 21.729701 0.164651
2.378301 21.325609 0.164655
2.378391 21.335641 0.164659
2.378400 21.914259 0.164659
2.378447 21.290729 0.164661
2.378509 21.261934 0.164664
2.378695 21.528538 0.164672
2.378961 21.678368 0.164684
2.379173 21.594521 0.164693
2.379529 21.557424 0.164708
2.379559 21.445668 0.164710
2.379606 21.558535 0.164712
2.379701 21.416612 0.164716
2.379864 21.742509 0.164723
2.379879 21.423350 0.164724
2.379927 21.410454 0.164726
2.379936 21.484756 0.164726
2.379978 21.685080 0.164728
2.380098 21.683433 0.164733
2.380137 21.380647 0.164735
2.380148 21.266769 0.164735
2.380347 21.560265 0.164744
2.380450 21.546690 0.164749
2.380535 21.542303 0.164752
2.380551 21.136688 0.164753
2.380649 21.463450 0.164757
2.380690 21.219563 0.164759
2.380795 21.117819 0.164764
2.381080 21.423776 0.164776
2.381111 21.380852 0.164778
2.381146 21.463881 0.164779
2.381241 21.711706 0.164783
2.381322 21.545882 0.164787
2.381490 21.688702 0.164794
2.381834 21.315892 0.164809
2.381857 21.850839 0.164810
2.382053 21.522732 0.164819
2.382064 21.510173 0.164819
2.382426 21.359330 0.164835
2.382471 21.519890 0.164837
2.382501 21.696301 0.164838
2.382661 21.518548 0.164845
2.382965 21.666667 0.164859
2.383031 21.505348 0.164862
2.383101 21.423638 0.164865
2.383213 21.401780 0.164869
2.383382 21.398633 0.164877
2.383396 21.527709 0.164877
2.383439 21.542559 0.164879
2.383444 21.703370 0.164880
2.383690 21.227512 0.164890
2.383854 21.192457 0.164897
2.383904 21.236380 0.164900
2.384049 21.472033 0.164906
2.384103 21.698027 0.164908
2.384353 21.543230 0.164919
2.384369 21.090566 0.164920
2.384385 21.622469 0.164921
2.384688 21.567626 0.164934
2.384727 21.673289 0.164936
2.384851 21.535685 0.164941
2.384864 21.295291 0.164942
2.385036 21.484347 0.164949
2.385087 21.294697 0.164951
2.385131 21.245250 0.164953
2.385255 21.388790 0.164959
2.385305 21.642602 0.164961
2.385310 21.642061 0.164961
2.385369 21.198827 0.164964
2.385443 21.582647 0.164967
2.385539 21.739311 0.164971
